Selection	View	Channel	Begin time (s)	End time (s)	Low Freq (Hz)	High Freq (Hz)	Sound type	Comments
117	Spectrogram_1	1	4445.4	4446.05	0	4000	target	 
118	Spectrogram_1	1	4453.45	4461.7	0	4000	target	 
119	Spectrogram_1	1	4465.7	4466.25	0	4000	target	 
120	Spectrogram_1	1	4468.15	4468.9	0	4000	target	 
121	Spectrogram_1	1	4471.55	4472.05	0	4000	target	 
122	Spectrogram_1	1	4472.3	4473.3	0	4000	target	 
123	Spectrogram_1	1	4476.65	4477.55	0	4000	target	 
124	Spectrogram_1	1	4477.9	4478.55	0	4000	target	 
125	Spectrogram_1	1	4531.85	4533.95	0	4000	target	 
126	Spectrogram_1	1	4534.45	4534.95	0	4000	target	 
127	Spectrogram_1	1	4543.7	4544.8	0	4000	target	 
128	Spectrogram_1	1	4546.2	4547.4	0	4000	target	 
129	Spectrogram_1	1	4547.7	4548.25	0	4000	target	 
130	Spectrogram_1	1	4556.9	4557.7	0	4000	target	 
131	Spectrogram_1	1	4561.3	4562.1	0	4000	target	 
132	Spectrogram_1	1	4564.95	4565.45	0	4000	target	 
133	Spectrogram_1	1	4672.1	4673.05	0	4000	target	 
134	Spectrogram_1	1	4731.1	4731.6	0	4000	target	 
135	Spectrogram_1	1	4758.85	4759.7	0	4000	target	 
136	Spectrogram_1	1	4760.6	4761.1	0	4000	target	 
137	Spectrogram_1	1	4842.6	4843.2	0	4000	target	 
138	Spectrogram_1	1	5094.95	5095.45	0	4000	target	 
139	Spectrogram_1	1	5109.15	5109.7	0	4000	target	 
140	Spectrogram_1	1	5314.6	5315.35	0	4000	target	 
141	Spectrogram_1	1	5336.95	5337.6	0	4000	target	 
142	Spectrogram_1	1	5367.45	5367.95	0	4000	target	 
143	Spectrogram_1	1	5368.1	5368.8	0	4000	target	 
144	Spectrogram_1	1	5449.6	5450.15	0	4000	target	 
145	Spectrogram_1	1	5505.7	5506.35	0	4000	target	 
146	Spectrogram_1	1	5683.8	5684.6	0	4000	target	 
147	Spectrogram_1	1	5719.25	5719.75	0	4000	target	 
148	Spectrogram_1	1	5737.65	5738.6	0	4000	target	 
149	Spectrogram_1	1	5790.95	5791.55	0	4000	target	 
150	Spectrogram_1	1	5967.55	5968.1	0	4000	target	 
151	Spectrogram_1	1	6236.95	6237.75	0	4000	target	 
152	Spectrogram_1	1	6648.45	6649.05	0	4000	target	 
153	Spectrogram_1	1	7078.85	7079.6	0	4000	target	 
154	Spectrogram_1	1	7126.85	7127.35	0	4000	target	 
155	Spectrogram_1	1	7135.1	7135.6	0	4000	target	 
156	Spectrogram_1	1	7187.8	7189.55	0	4000	target	 
157	Spectrogram_1	1	7252.25	7254.05	0	4000	target	 
158	Spectrogram_1	1	7255.5	7256.0	0	4000	target	 
159	Spectrogram_1	1	7295.25	7295.8	0	4000	target	 
160	Spectrogram_1	1	7359.15	7360.2	0	4000	target	 
161	Spectrogram_1	1	7362.0	7362.5	0	4000	target	 
162	Spectrogram_1	1	7415.95	7416.45	0	4000	target	 
163	Spectrogram_1	1	7417.75	7418.25	0	4000	target	 
164	Spectrogram_1	1	7418.65	7419.5	0	4000	target	 
165	Spectrogram_1	1	7420.9	7421.4	0	4000	target	 
166	Spectrogram_1	1	7446.6	7447.1	0	4000	target	 
167	Spectrogram_1	1	7447.7	7448.2	0	4000	target	 
168	Spectrogram_1	1	7530.0	7530.7	0	4000	target	 
169	Spectrogram_1	1	7556.6	7558.15	0	4000	target	 
170	Spectrogram_1	1	7744.9	7745.4	0	4000	target	 
171	Spectrogram_1	1	7812.9	7813.45	0	4000	target	 
172	Spectrogram_1	1	7817.4	7818.35	0	4000	target	 
173	Spectrogram_1	1	7825.35	7825.85	0	4000	target	 
174	Spectrogram_1	1	7834.0	7834.5	0	4000	target	 
175	Spectrogram_1	1	7836.45	7836.95	0	4000	target	 
176	Spectrogram_1	1	7918.3	7919.4	0	4000	target	 
177	Spectrogram_1	1	8213.7	8214.65	0	4000	target	 
178	Spectrogram_1	1	8266.8	8268.35	0	4000	target	 
179	Spectrogram_1	1	8271.9	8272.75	0	4000	target	 
180	Spectrogram_1	1	8278.3	8279.05	0	4000	target	 
181	Spectrogram_1	1	8336.75	8337.45	0	4000	target	 
182	Spectrogram_1	1	8363.75	8364.4	0	4000	target	 
183	Spectrogram_1	1	8369.65	8370.2	0	4000	target	 
184	Spectrogram_1	1	8376.2	8377.2	0	4000	target	 
185	Spectrogram_1	1	8382.85	8383.85	0	4000	target	 
186	Spectrogram_1	1	8467.0	8468.45	0	4000	target	 
187	Spectrogram_1	1	8872.7	8873.45	0	4000	target	 
188	Spectrogram_1	1	8908.85	8909.5	0	4000	target	 
189	Spectrogram_1	1	8918.55	8919.1	0	4000	target	 
190	Spectrogram_1	1	10252.9	10253.45	0	4000	target	 
191	Spectrogram_1	1	10374.5	10375.2	0	4000	target	 
192	Spectrogram_1	1	11038.1	11039.3	0	4000	target	 
193	Spectrogram_1	1	11214.7	11215.2	0	4000	target	 
194	Spectrogram_1	1	11251.1	11251.7	0	4000	target	 
195	Spectrogram_1	1	11371.1	11371.65	0	4000	target	 
196	Spectrogram_1	1	11590.05	11590.65	0	4000	target	 
197	Spectrogram_1	1	11596.3	11596.85	0	4000	target	 
198	Spectrogram_1	1	11736.05	11736.7	0	4000	target	 
199	Spectrogram_1	1	11779.35	11779.85	0	4000	target	 
200	Spectrogram_1	1	11783.1	11783.9	0	4000	target	 
201	Spectrogram_1	1	11784.55	11785.05	0	4000	target	 
202	Spectrogram_1	1	11788.4	11788.95	0	4000	target	 
203	Spectrogram_1	1	11789.15	11790.05	0	4000	target	 
204	Spectrogram_1	1	11792.8	11793.65	0	4000	target	 
205	Spectrogram_1	1	11796.55	11797.05	0	4000	target	 
206	Spectrogram_1	1	11803.3	11803.85	0	4000	target	 
207	Spectrogram_1	1	11803.9	11804.45	0	4000	target	 
208	Spectrogram_1	1	11807.15	11808.15	0	4000	target	 
209	Spectrogram_1	1	11808.4	11809.45	0	4000	target	 
210	Spectrogram_1	1	11817.65	11818.3	0	4000	target	 
211	Spectrogram_1	1	11821.25	11821.8	0	4000	target	 
212	Spectrogram_1	1	11829.35	11829.95	0	4000	target	 
213	Spectrogram_1	1	11845.25	11846.05	0	4000	target	 
214	Spectrogram_1	1	11857.45	11858.35	0	4000	target	 
215	Spectrogram_1	1	11920.9	11921.4	0	4000	target	 
216	Spectrogram_1	1	12252.25	12252.9	0	4000	target	 
217	Spectrogram_1	1	12340.45	12341.1	0	4000	target	 
218	Spectrogram_1	1	12342.1	12342.75	0	4000	target	 
219	Spectrogram_1	1	12427.65	12428.35	0	4000	target	 
220	Spectrogram_1	1	13093.7	13094.4	0	4000	target	 
221	Spectrogram_1	1	13182.95	13183.45	0	4000	target	 
222	Spectrogram_1	1	13186.25	13186.75	0	4000	target	 
223	Spectrogram_1	1	13793.4	13794.1	0	4000	target	 
224	Spectrogram_1	1	14036.5	14037.15	0	4000	target	 
225	Spectrogram_1	1	14037.6	14038.1	0	4000	target	 
226	Spectrogram_1	1	15075.0	15075.55	0	4000	target	 
227	Spectrogram_1	1	15103.75	15104.3	0	4000	target	 
228	Spectrogram_1	1	15842.7	15843.8	0	4000	target	 
229	Spectrogram_1	1	16729.65	16730.2	0	4000	target	 
230	Spectrogram_1	1	16816.55	16818.9	0	4000	target	 
231	Spectrogram_1	1	16821.65	16822.45	0	4000	target	 
232	Spectrogram_1	1	16824.0	16824.5	0	4000	target	 
233	Spectrogram_1	1	18557.5	18558.1	0	4000	target	 
234	Spectrogram_1	1	19439.25	19440.05	0	4000	target	 
235	Spectrogram_1	1	19837.7	19838.35	0	4000	target	 
236	Spectrogram_1	1	19870.4	19870.9	0	4000	target	 
237	Spectrogram_1	1	19881.5	19882.05	0	4000	target	 
238	Spectrogram_1	1	20236.6	20237.45	0	4000	target	 
239	Spectrogram_1	1	21210.0	21211.2	0	4000	target	 
