Selection	View	Channel	Begin time (s)	End time (s)	Low Freq (Hz)	High Freq (Hz)	Sound type	Comments
41	Spectrogram_1	1	4294.95	4296.5	0	4000	target	 
42	Spectrogram_1	1	4300.1	4300.5	0	4000	target	 
43	Spectrogram_1	1	4302.65	4303.8	0	4000	target	 
44	Spectrogram_1	1	4337.3	4338.25	0	4000	target	 
45	Spectrogram_1	1	4341.8	4342.4	0	4000	target	 
46	Spectrogram_1	1	4349.0	4350.85	0	4000	target	 
47	Spectrogram_1	1	4355.1	4355.7	0	4000	target	 
48	Spectrogram_1	1	4392.25	4392.7	0	4000	target	 
49	Spectrogram_1	1	4413.1	4413.5	0	4000	target	 
50	Spectrogram_1	1	4421.2	4421.5	0	4000	target	 
51	Spectrogram_1	1	4480.85	4481.35	0	4000	target	 
52	Spectrogram_1	1	4732.35	4732.85	0	4000	target	 
53	Spectrogram_1	1	4735.05	4735.6	0	4000	target	 
54	Spectrogram_1	1	4753.55	4754.35	0	4000	target	 
55	Spectrogram_1	1	4757.05	4757.7	0	4000	target	 
56	Spectrogram_1	1	4764.0	4764.85	0	4000	target	 
57	Spectrogram_1	1	4771.65	4772.1	0	4000	target	 
58	Spectrogram_1	1	4783.85	4784.35	0	4000	target	 
59	Spectrogram_1	1	4796.0	4796.55	0	4000	target	 
60	Spectrogram_1	1	4820.5	4821.05	0	4000	target	 
61	Spectrogram_1	1	4858.4	4858.95	0	4000	target	 
62	Spectrogram_1	1	4924.45	4925.7	0	4000	target	 
63	Spectrogram_1	1	5190.05	5190.35	0	4000	target	 
64	Spectrogram_1	1	5203.65	5204.45	0	4000	target	 
65	Spectrogram_1	1	5208.5	5209.05	0	4000	target	 
66	Spectrogram_1	1	5214.5	5215.0	0	4000	target	 
67	Spectrogram_1	1	5217.8	5218.4	0	4000	target	 
68	Spectrogram_1	1	5227.85	5228.8	0	4000	target	 
69	Spectrogram_1	1	5281.9	5283.75	0	4000	target	 
70	Spectrogram_1	1	5291.2	5293.45	0	4000	target	 
71	Spectrogram_1	1	5299.1	5299.55	0	4000	target	 
72	Spectrogram_1	1	5303.3	5303.6	0	4000	target	 
73	Spectrogram_1	1	5308.15	5308.85	0	4000	target	 
74	Spectrogram_1	1	5404.1	5404.6	0	4000	target	 
75	Spectrogram_1	1	5465.75	5468.0	0	4000	target	 
76	Spectrogram_1	1	5505.3	5506.0	0	4000	target	 
77	Spectrogram_1	1	5531.4	5531.75	0	4000	target	 
78	Spectrogram_1	1	5543.7	5544.4	0	4000	target	 
79	Spectrogram_1	1	5717.55	5717.95	0	4000	target	 
80	Spectrogram_1	1	5735.6	5736.7	0	4000	target	 
81	Spectrogram_1	1	5834.2	5834.55	0	4000	target	 
82	Spectrogram_1	1	5885.4	5885.8	0	4000	target	 
83	Spectrogram_1	1	6396.65	6397.1	0	4000	target	 
84	Spectrogram_1	1	6701.55	6701.85	0	4000	target	 
85	Spectrogram_1	1	6991.95	6992.35	0	4000	target	 
86	Spectrogram_1	1	7050.5	7051.05	0	4000	target	 
87	Spectrogram_1	1	7272.15	7272.9	0	4000	target	 
88	Spectrogram_1	1	7302.3	7302.65	0	4000	target	 
89	Spectrogram_1	1	7344.1	7344.5	0	4000	target	 
90	Spectrogram_1	1	7354.35	7354.8	0	4000	target	 
91	Spectrogram_1	1	7358.1	7358.5	0	4000	target	 
92	Spectrogram_1	1	7366.85	7367.45	0	4000	target	 
93	Spectrogram_1	1	7373.0	7373.35	0	4000	target	 
94	Spectrogram_1	1	7436.75	7437.3	0	4000	target	 
95	Spectrogram_1	1	7818.25	7821.5	0	4000	target	 
96	Spectrogram_1	1	8200.1	8200.55	0	4000	target	 
97	Spectrogram_1	1	8216.15	8216.5	0	4000	target	 
98	Spectrogram_1	1	8226.0	8226.85	0	4000	target	 
99	Spectrogram_1	1	8250.1	8250.4	0	4000	target	 
100	Spectrogram_1	1	8260.55	8260.95	0	4000	target	 
101	Spectrogram_1	1	8402.9	8403.6	0	4000	target	 
102	Spectrogram_1	1	8434.55	8434.85	0	4000	target	 
103	Spectrogram_1	1	8557.7	8558.1	0	4000	target	 
104	Spectrogram_1	1	8800.75	8801.2	0	4000	target	 
105	Spectrogram_1	1	8803.5	8803.8	0	4000	target	 
106	Spectrogram_1	1	8811.25	8811.65	0	4000	target	 
107	Spectrogram_1	1	9342.8	9344.4	0	4000	target	 
108	Spectrogram_1	1	9361.95	9362.25	0	4000	target	 
109	Spectrogram_1	1	9370.2	9371.3	0	4000	target	 
110	Spectrogram_1	1	9379.55	9387.55	0	4000	target	 
111	Spectrogram_1	1	9391.0	9391.7	0	4000	target	 
112	Spectrogram_1	1	9408.2	9408.95	0	4000	target	 
113	Spectrogram_1	1	9421.5	9422.4	0	4000	target	 
114	Spectrogram_1	1	9425.15	9427.8	0	4000	target	 
115	Spectrogram_1	1	9434.1	9434.6	0	4000	target	 
116	Spectrogram_1	1	9438.05	9440.35	0	4000	target	 
117	Spectrogram_1	1	9442.85	9443.35	0	4000	target	 
118	Spectrogram_1	1	9479.2	9480.8	0	4000	target	 
119	Spectrogram_1	1	9485.45	9485.95	0	4000	target	 
120	Spectrogram_1	1	9492.1	9492.65	0	4000	target	 
121	Spectrogram_1	1	9497.8	9499.35	0	4000	target	 
122	Spectrogram_1	1	9507.6	9508.55	0	4000	target	 
123	Spectrogram_1	1	9513.0	9513.5	0	4000	target	 
124	Spectrogram_1	1	9526.9	9527.35	0	4000	target	 
125	Spectrogram_1	1	9536.45	9537.15	0	4000	target	 
126	Spectrogram_1	1	9545.85	9546.2	0	4000	target	 
127	Spectrogram_1	1	9550.35	9551.5	0	4000	target	 
128	Spectrogram_1	1	9557.2	9557.65	0	4000	target	 
129	Spectrogram_1	1	9567.15	9567.45	0	4000	target	 
130	Spectrogram_1	1	9576.85	9577.3	0	4000	target	 
131	Spectrogram_1	1	9602.05	9602.65	0	4000	target	 
132	Spectrogram_1	1	9620.75	9621.7	0	4000	target	 
133	Spectrogram_1	1	9625.25	9626.05	0	4000	target	 
134	Spectrogram_1	1	9634.4	9634.8	0	4000	target	 
135	Spectrogram_1	1	9638.35	9639.05	0	4000	target	 
136	Spectrogram_1	1	9645.95	9646.6	0	4000	target	 
137	Spectrogram_1	1	9793.6	9794.15	0	4000	target	 
138	Spectrogram_1	1	9882.15	9882.65	0	4000	target	 
139	Spectrogram_1	1	9933.45	9933.8	0	4000	target	 
140	Spectrogram_1	1	9943.5	9945.0	0	4000	target	 
141	Spectrogram_1	1	10046.0	10046.4	0	4000	target	 
142	Spectrogram_1	1	10059.25	10059.9	0	4000	target	 
143	Spectrogram_1	1	10062.35	10062.8	0	4000	target	 
144	Spectrogram_1	1	10078.5	10079.4	0	4000	target	 
145	Spectrogram_1	1	10373.9	10374.2	0	4000	target	 
146	Spectrogram_1	1	10524.75	10525.15	0	4000	target	 
147	Spectrogram_1	1	10557.7	10558.0	0	4000	target	 
148	Spectrogram_1	1	10685.35	10685.65	0	4000	target	 
149	Spectrogram_1	1	10763.55	10764.3	0	4000	target	 
150	Spectrogram_1	1	10792.65	10793.05	0	4000	target	 
151	Spectrogram_1	1	10839.7	10840.45	0	4000	target	 
152	Spectrogram_1	1	10858.6	10859.05	0	4000	target	 
153	Spectrogram_1	1	11006.1	11006.4	0	4000	target	 
154	Spectrogram_1	1	11076.75	11077.05	0	4000	target	 
155	Spectrogram_1	1	11135.7	11138.2	0	4000	target	 
156	Spectrogram_1	1	11156.75	11157.1	0	4000	target	 
157	Spectrogram_1	1	11231.15	11234.05	0	4000	target	 
158	Spectrogram_1	1	11254.05	11255.0	0	4000	target	 
159	Spectrogram_1	1	11265.55	11266.1	0	4000	target	 
160	Spectrogram_1	1	11270.2	11271.3	0	4000	target	 
161	Spectrogram_1	1	11275.45	11275.9	0	4000	target	 
162	Spectrogram_1	1	11292.15	11292.75	0	4000	target	 
163	Spectrogram_1	1	11365.0	11365.8	0	4000	target	 
164	Spectrogram_1	1	11371.05	11371.5	0	4000	target	 
165	Spectrogram_1	1	11377.95	11379.75	0	4000	target	 
166	Spectrogram_1	1	11383.1	11383.55	0	4000	target	 
167	Spectrogram_1	1	11422.45	11422.8	0	4000	target	 
168	Spectrogram_1	1	11467.8	11468.2	0	4000	target	 
169	Spectrogram_1	1	11517.35	11518.35	0	4000	target	 
170	Spectrogram_1	1	11521.9	11522.65	0	4000	target	 
171	Spectrogram_1	1	11665.05	11665.65	0	4000	target	 
172	Spectrogram_1	1	12427.05	12427.7	0	4000	target	 
173	Spectrogram_1	1	12611.75	12612.3	0	4000	target	 
174	Spectrogram_1	1	12639.2	12639.5	0	4000	target	 
175	Spectrogram_1	1	12704.25	12704.75	0	4000	target	 
176	Spectrogram_1	1	12710.9	12711.3	0	4000	target	 
177	Spectrogram_1	1	12798.85	12799.35	0	4000	target	 
178	Spectrogram_1	1	12804.05	12804.5	0	4000	target	 
179	Spectrogram_1	1	12819.0	12819.55	0	4000	target	 
180	Spectrogram_1	1	12833.65	12834.8	0	4000	target	 
181	Spectrogram_1	1	12854.35	12854.65	0	4000	target	 
182	Spectrogram_1	1	12940.7	12941.1	0	4000	target	 
183	Spectrogram_1	1	12981.45	12982.1	0	4000	target	 
184	Spectrogram_1	1	13411.45	13412.5	0	4000	target	 
185	Spectrogram_1	1	13713.0	13713.45	0	4000	target	 
186	Spectrogram_1	1	13782.2	13782.95	0	4000	target	 
187	Spectrogram_1	1	13805.7	13806.15	0	4000	target	 
188	Spectrogram_1	1	13860.15	13860.95	0	4000	target	 
189	Spectrogram_1	1	13947.15	13947.45	0	4000	target	 
