Selection	View	Channel	Begin time (s)	End time (s)	Low Freq (Hz)	High Freq (Hz)	Sound type	Comments
168	Spectrogram_1	1	8272.05	8273.05	0	4000	target	 
169	Spectrogram_1	1	8278.35	8278.85	0	4000	target	 
170	Spectrogram_1	1	8363.95	8364.4	0	4000	target	 
171	Spectrogram_1	1	8369.65	8369.95	0	4000	target	 
172	Spectrogram_1	1	8376.6	8377.15	0	4000	target	 
173	Spectrogram_1	1	8456.35	8456.65	0	4000	target	 
174	Spectrogram_1	1	8560.75	8561.05	0	4000	target	 
175	Spectrogram_1	1	8615.05	8615.4	0	4000	target	 
176	Spectrogram_1	1	8860.35	8860.8	0	4000	target	 
177	Spectrogram_1	1	8872.8	8873.25	0	4000	target	 
178	Spectrogram_1	1	8908.9	8910.7	0	4000	target	 
179	Spectrogram_1	1	8918.55	8919.1	0	4000	target	 
180	Spectrogram_1	1	8935.55	8935.9	0	4000	target	 
181	Spectrogram_1	1	8953.25	8953.55	0	4000	target	 
182	Spectrogram_1	1	9038.55	9038.9	0	4000	target	 
183	Spectrogram_1	1	9190.25	9190.55	0	4000	target	 
184	Spectrogram_1	1	9270.85	9274.1	0	4000	target	 
185	Spectrogram_1	1	9848.8	9849.15	0	4000	target	 
186	Spectrogram_1	1	10194.75	10195.15	0	4000	target	 
187	Spectrogram_1	1	10230.8	10231.1	0	4000	target	 
188	Spectrogram_1	1	10252.95	10254.9	0	4000	target	 
189	Spectrogram_1	1	10293.1	10293.45	0	4000	target	 
190	Spectrogram_1	1	10296.4	10296.8	0	4000	target	 
191	Spectrogram_1	1	10303.45	10303.75	0	4000	target	 
192	Spectrogram_1	1	10371.5	10371.9	0	4000	target	 
193	Spectrogram_1	1	10374.5	10375.1	0	4000	target	 
194	Spectrogram_1	1	10622.4	10622.9	0	4000	target	 
195	Spectrogram_1	1	10638.15	10638.5	0	4000	target	 
196	Spectrogram_1	1	10985.5	10985.8	0	4000	target	 
197	Spectrogram_1	1	11038.15	11039.05	0	4000	target	 
198	Spectrogram_1	1	11066.05	11066.45	0	4000	target	 
199	Spectrogram_1	1	11214.65	11214.95	0	4000	target	 
200	Spectrogram_1	1	11251.3	11251.6	0	4000	target	 
201	Spectrogram_1	1	11371.05	11371.6	0	4000	target	 
202	Spectrogram_1	1	11512.1	11512.4	0	4000	target	 
203	Spectrogram_1	1	11589.95	11591.35	0	4000	target	 
204	Spectrogram_1	1	11596.45	11596.85	0	4000	target	 
205	Spectrogram_1	1	11736.1	11736.7	0	4000	target	 
206	Spectrogram_1	1	11759.05	11759.35	0	4000	target	 
207	Spectrogram_1	1	11778.85	11784.75	0	4000	target	 
208	Spectrogram_1	1	11787.8	11789.95	0	4000	target	 
209	Spectrogram_1	1	11804.0	11809.35	0	4000	target	 
210	Spectrogram_1	1	11814.25	11818.1	0	4000	target	 
211	Spectrogram_1	1	11820.2	11821.55	0	4000	target	 
212	Spectrogram_1	1	11827.7	11829.9	0	4000	target	 
213	Spectrogram_1	1	11833.95	11834.35	0	4000	target	 
214	Spectrogram_1	1	11847.5	11847.95	0	4000	target	 
215	Spectrogram_1	1	11850.3	11850.75	0	4000	target	 
216	Spectrogram_1	1	11857.95	11861.65	0	4000	target	 
217	Spectrogram_1	1	11864.65	11864.95	0	4000	target	 
218	Spectrogram_1	1	11922.3	11922.6	0	4000	target	 
219	Spectrogram_1	1	12252.25	12252.9	0	4000	target	 
220	Spectrogram_1	1	12291.35	12291.7	0	4000	target	 
221	Spectrogram_1	1	12312.2	12312.55	0	4000	target	 
222	Spectrogram_1	1	12340.55	12342.5	0	4000	target	 
223	Spectrogram_1	1	12427.7	12428.3	0	4000	target	 
224	Spectrogram_1	1	12684.35	12684.75	0	4000	target	 
225	Spectrogram_1	1	12703.3	12703.7	0	4000	target	 
226	Spectrogram_1	1	12715.55	12715.95	0	4000	target	 
227	Spectrogram_1	1	12897.4	12897.8	0	4000	target	 
228	Spectrogram_1	1	12972.0	12972.45	0	4000	target	 
229	Spectrogram_1	1	12976.9	12977.4	0	4000	target	 
230	Spectrogram_1	1	12994.65	12995.15	0	4000	target	 
231	Spectrogram_1	1	13014.6	13015.0	0	4000	target	 
232	Spectrogram_1	1	13082.45	13082.8	0	4000	target	 
233	Spectrogram_1	1	13093.65	13094.15	0	4000	target	 
234	Spectrogram_1	1	13793.6	13793.9	0	4000	target	 
235	Spectrogram_1	1	14036.55	14038.1	0	4000	target	 
236	Spectrogram_1	1	14911.25	14911.55	0	4000	target	 
237	Spectrogram_1	1	14932.8	14933.1	0	4000	target	 
238	Spectrogram_1	1	15057.2	15057.5	0	4000	target	 
239	Spectrogram_1	1	15075.05	15075.55	0	4000	target	 
240	Spectrogram_1	1	15103.75	15104.3	0	4000	target	 
241	Spectrogram_1	1	15160.5	15160.95	0	4000	target	 
242	Spectrogram_1	1	15201.65	15202.0	0	4000	target	 
243	Spectrogram_1	1	15285.35	15285.7	0	4000	target	 
244	Spectrogram_1	1	15355.75	15356.15	0	4000	target	 
245	Spectrogram_1	1	15383.75	15384.15	0	4000	target	 
246	Spectrogram_1	1	15388.25	15388.55	0	4000	target	 
247	Spectrogram_1	1	15488.0	15488.3	0	4000	target	 
248	Spectrogram_1	1	15842.6	15843.8	0	4000	target	 
249	Spectrogram_1	1	15939.05	15939.45	0	4000	target	 
250	Spectrogram_1	1	15950.9	15951.2	0	4000	target	 
251	Spectrogram_1	1	16685.5	16685.85	0	4000	target	 
252	Spectrogram_1	1	16726.15	16726.55	0	4000	target	 
253	Spectrogram_1	1	16729.8	16730.25	0	4000	target	 
254	Spectrogram_1	1	16774.55	16774.95	0	4000	target	 
255	Spectrogram_1	1	16789.55	16789.9	0	4000	target	 
256	Spectrogram_1	1	16810.6	16810.9	0	4000	target	 
257	Spectrogram_1	1	16816.45	16818.85	0	4000	target	 
258	Spectrogram_1	1	16821.7	16824.5	0	4000	target	 
259	Spectrogram_1	1	17034.4	17034.7	0	4000	target	 
260	Spectrogram_1	1	17446.05	17446.45	0	4000	target	 
261	Spectrogram_1	1	17535.7	17536.05	0	4000	target	 
262	Spectrogram_1	1	18451.85	18452.2	0	4000	target	 
263	Spectrogram_1	1	18463.6	18464.05	0	4000	target	 
264	Spectrogram_1	1	18475.55	18475.85	0	4000	target	 
265	Spectrogram_1	1	18557.7	18558.15	0	4000	target	 
266	Spectrogram_1	1	18850.45	18850.8	0	4000	target	 
267	Spectrogram_1	1	18863.55	18863.9	0	4000	target	 
268	Spectrogram_1	1	18876.45	18876.8	0	4000	target	 
269	Spectrogram_1	1	19291.15	19291.6	0	4000	target	 
270	Spectrogram_1	1	19408.9	19409.25	0	4000	target	 
271	Spectrogram_1	1	19439.2	19440.0	0	4000	target	 
272	Spectrogram_1	1	19740.65	19741.0	0	4000	target	 
273	Spectrogram_1	1	19787.25	19787.65	0	4000	target	 
274	Spectrogram_1	1	19805.55	19805.95	0	4000	target	 
275	Spectrogram_1	1	19837.7	19838.2	0	4000	target	 
276	Spectrogram_1	1	19859.2	19859.6	0	4000	target	 
277	Spectrogram_1	1	19870.45	19870.85	0	4000	target	 
278	Spectrogram_1	1	19876.35	19876.7	0	4000	target	 
279	Spectrogram_1	1	19881.6	19882.05	0	4000	target	 
280	Spectrogram_1	1	20236.65	20237.35	0	4000	target	 
281	Spectrogram_1	1	21147.9	21148.35	0	4000	target	 
282	Spectrogram_1	1	21210.0	21211.15	0	4000	target	 
